date,open,high,low,close,volume,adj_close,ma5,ma25,ma75,ma200,rsi14,macd,macd_signal,macd_hist,bb_upper,bb_mid,bb_lower,atr14
2024-09-25,2888.0,2894.0,2811.0,2816.5,14546700,2637.57,2654.15,2747.53,2762.46,2762.46,57.47,-39.95,-35.7,-4.25,2920.09,2719.68,2519.26,201.95
2024-09-26,2828.5,2894.5,2809.5,2894.5,14797100,2710.62,2678.5,2740.17,2760.73,2760.73,61.58,-33.95,-35.35,1.4,2910.33,2714.55,2518.77,205.88
2024-09-27,2859.0,2859.0,2806.0,2818.0,14171500,2699.6,2688.47,2733.19,2758.76,2758.76,60.63,-29.73,-34.23,4.49,2897.53,2708.31,2519.08,201.77
2024-09-30,2918.0,2974.0,2879.0,2936.0,30762200,2812.64,2709.62,2732.05,2760.44,2760.44,66.36,-17.08,-30.8,13.72,2898.48,2708.61,2518.74,206.96
2024-10-01,2965.5,3034.0,2957.5,3001.0,18593900,2874.91,2747.07,2731.86,2763.91,2763.91,69.04,-2.0,-25.04,23.04,2909.36,2711.46,2513.57,207.99
2024-10-02,2943.0,3021.0,2941.5,2958.5,13076000,2834.2,2786.39,2733.02,2765.98,2765.98,65.37,6.59,-18.71,25.3,2903.52,2709.94,2516.36,203.57
2024-10-03,2981.0,2982.0,2900.5,2919.0,12861200,2796.36,2803.54,2732.35,2766.85,2766.85,62.08,10.23,-12.92,23.15,2871.37,2702.87,2534.38,199.58
2024-10-04,2928.0,2973.5,2921.5,2970.0,10004100,2845.21,2832.66,2733.18,2769.02,2769.02,64.56,16.86,-6.97,23.82,2882.11,2705.88,2529.66,197.98
2024-10-07,3090.0,3129.0,3015.0,3115.0,18326700,2984.12,2866.96,2740.28,2774.84,2774.84,70.48,32.94,1.01,31.92,2928.93,2716.4,2503.86,204.11
2024-10-08,3106.0,3109.0,3016.0,3023.0,10164300,2895.99,2871.18,2743.41,2778.03,2778.03,63.26,38.13,8.44,29.7,2950.76,2724.31,2497.85,198.45
2024-10-09,3035.0,3048.0,2989.0,3000.0,6558200,2873.95,2879.13,2743.78,2780.49,2780.49,61.56,40.01,14.75,25.26,2968.38,2735.1,2501.81,195.13
2024-10-10,3048.0,3050.0,3015.0,3018.0,6283600,2891.2,2898.09,2741.92,2783.25,2783.25,62.41,42.4,20.28,22.12,2986.52,2747.05,2507.58,193.77
2024-10-11,3048.0,3075.0,3041.0,3048.0,7561700,2919.94,2913.04,2747.31,2786.59,2786.59,63.85,46.08,25.44,20.64,3003.3,2763.35,2523.39,193.06
2024-10-15,3120.0,3151.0,3090.0,3093.0,12543500,2963.04,2908.82,2754.88,2790.79,2790.79,65.95,51.88,30.73,21.15,3028.04,2778.96,2529.89,195.77
2024-10-16,3059.0,3118.0,3048.0,3104.0,7607600,2973.58,2924.34,2764.31,2795.04,2795.04,66.46,56.67,35.92,20.76,3049.49,2795.91,2542.32,192.86
2024-10-17,3138.0,3173.0,3127.0,3173.0,12355100,3039.68,2957.49,2779.57,2800.6,2800.6,69.56,65.06,41.75,23.31,3072.23,2819.29,2566.35,193.33
2024-10-18,3200.0,3215.0,3183.0,3204.0,12659400,3069.38,2993.12,2796.27,2806.57,2806.57,70.86,73.25,48.05,25.2,3095.43,2843.31,2591.2,192.04
2024-10-21,3200.0,3201.0,3170.0,3180.0,8847500,3046.39,3018.41,2814.36,2811.79,2811.79,68.42,77.0,53.84,23.16,3113.63,2863.15,2612.66,187.72
2024-10-22,3151.0,3169.0,3111.0,3141.0,9998400,3009.03,3027.61,2828.69,2815.98,2815.98,64.53,76.08,58.29,17.8,3125.64,2878.25,2630.87,183.07
2024-10-23,3121.0,3140.0,3093.0,3098.0,6993400,2967.83,3026.46,2842.02,2819.15,2819.15,60.45,71.21,60.87,10.34,3126.26,2892.26,2658.26,179.35
2024-10-24,3069.0,3117.0,3052.0,3100.0,7467300,2969.75,3012.48,2857.93,2822.22,2822.22,60.58,66.73,62.04,4.69,3113.52,2908.87,2704.22,177.2
2024-10-25,3071.0,3106.0,3056.0,3086.0,7588700,2956.34,2989.87,2872.62,2824.9,2824.9,59.17,61.4,61.91,-0.52,3105.19,2921.16,2737.13,174.27
2024-10-28,3016.0,3128.0,3012.0,3115.0,8166200,2984.12,2977.41,2886.0,2828.02,2828.02,61.18,58.73,61.28,-2.55,3090.41,2935.38,2780.36,174.08
2024-10-29,3133.0,3213.0,3131.0,3202.0,9959500,3067.46,2989.1,2900.42,2832.63,2832.63,66.52,62.62,61.55,1.08,3102.59,2948.12,2793.66,178.0
2024-10-30,3188.0,3225.0,3186.0,3223.0,15460200,3087.58,3013.05,2916.42,2837.44,2837.44,67.67,66.56,62.55,4.01,3120.7,2958.76,2796.82,176.54
2024-10-31,3212.0,3243.0,3196.0,3212.0,11142900,3077.04,3034.51,2934.0,2841.88,2841.88,66.38,68.05,63.65,4.4,3130.05,2970.9,2811.75,175.03
2024-11-01,3193.0,3265.0,3192.0,3210.0,10997000,3075.13,3058.27,2948.58,2846.12,2846.12,66.13,68.29,64.58,3.71,3128.48,2984.84,2841.2,175.95
2024-11-05,3241.0,3248.0,3218.0,3245.0,7593500,3108.66,3083.17,2964.94,2850.81,2850.81,68.35,70.37,65.73,4.63,3136.23,2998.01,2859.79,175.73
