date,open,high,low,close,volume,adj_close,ma5,ma25,ma75,ma200,rsi14,macd,macd_signal,macd_hist,bb_upper,bb_mid,bb_lower,atr14,week52_high,week52_high_confidence
2024-08-21,2090.0,2137.5,2087.0,2136.5,6222500,1972.56,1972.56,1972.56,1972.56,1972.56,50.0,0.0,0.0,0.0,1972.56,1972.56,1972.56,,2137.5,partial
2024-08-22,2121.0,2138.0,2118.5,2131.0,4277800,1967.49,1970.02,1970.02,1970.02,1970.02,50.0,-0.4,-0.08,-0.32,1975.1,1970.02,1964.96,,2138.0,partial
2024-08-23,2133.0,2154.5,2123.0,2136.5,4636000,1972.56,1970.87,1970.87,1970.87,1970.87,50.0,-0.31,-0.13,-0.19,1975.65,1970.87,1966.09,,2154.5,partial
2024-08-26,2148.0,2156.0,2137.0,2144.5,3557700,1979.95,1973.14,1973.14,1973.14,1973.14,50.0,0.35,-0.03,0.38,1982.03,1973.14,1964.25,,2156.0,partial
2024-08-27,2180.0,2196.0,2174.5,2192.0,5665700,2023.81,1983.27,1983.27,1983.27,1983.27,50.0,4.37,0.85,3.52,2024.58,1983.27,1941.97,,2196.0,partial
2024-08-28,2145.0,2165.0,2133.5,2163.0,5000900,1997.03,1988.17,1985.57,1985.57,1985.57,50.0,5.33,1.75,3.58,2024.64,1985.57,1946.49,,2196.0,partial
2024-08-29,2163.0,2172.5,2153.0,2165.0,3548600,1998.88,1994.45,1987.47,1987.47,1987.47,50.0,6.17,2.63,3.54,2024.83,1987.47,1950.11,,2196.0,partial
2024-08-30,2184.0,2184.5,2168.0,2169.5,5374200,2003.03,2000.54,1989.41,1989.41,1989.41,50.0,7.09,3.52,3.57,2025.84,1989.41,1952.98,,2196.0,partial
2024-09-02,2159.0,2194.0,2151.5,2183.5,5611900,2015.96,2007.74,1992.36,1992.36,1992.36,50.0,8.76,4.57,4.19,2030.55,1992.36,1954.18,,2196.0,partial
2024-09-03,2183.0,2198.0,2170.5,2177.0,5566100,2009.96,2004.97,1994.12,1994.12,1994.12,50.0,9.49,5.55,3.94,2031.86,1994.12,1956.39,,2198.0,partial
2024-09-04,2048.5,2072.0,2025.5,2032.0,11144700,1876.08,1980.78,1983.39,1983.39,1983.39,50.0,-0.73,4.3,-5.02,2060.21,1983.39,1906.58,,2198.0,partial
2024-09-05,1997.0,2060.0,1980.5,2030.0,8008700,1874.24,1955.85,1974.3,1974.3,1974.3,50.0,-8.87,1.66,-10.53,2069.42,1974.3,1879.17,,2198.0,partial
2024-09-06,2015.0,2026.0,1978.5,1994.5,8616200,1841.46,1923.54,1964.08,1964.08,1964.08,50.0,-17.76,-2.22,-15.54,2079.68,1964.08,1848.47,,2198.0,partial
2024-09-09,1910.0,1962.0,1905.0,1951.5,9320400,1801.76,1880.7,1952.48,1952.48,1952.48,50.0,-27.7,-7.32,-20.38,2091.77,1952.48,1813.2,118.37,2198.0,partial
2024-09-10,1962.0,1973.0,1916.5,1923.0,6776900,1775.45,1833.8,1940.68,1940.68,1940.68,13.81,-37.26,-13.31,-23.96,2101.64,1940.68,1779.72,122.15,2198.0,partial
2024-09-11,1875.0,1882.5,1822.0,1835.0,11696700,1694.2,1797.42,1925.28,1925.28,1925.28,10.48,-50.81,-20.81,-30.0,2121.56,1925.28,1728.99,121.07,2198.0,partial
2024-09-12,1875.0,1887.0,1847.0,1858.0,8459900,1715.43,1765.66,1912.93,1912.93,1912.93,16.17,-59.16,-28.48,-30.68,2127.44,1912.93,1698.43,126.19,2198.0,partial
2024-09-13,1858.0,1876.0,1851.0,1866.5,8086200,1723.28,1742.02,1902.4,1902.4,1902.4,18.24,-64.39,-35.66,-28.73,2128.24,1902.4,1676.55,128.65,2198.0,partial
2024-09-17,1858.5,1872.0,1832.5,1849.0,9627900,1707.12,1723.1,1892.12,1892.12,1892.12,17.29,-69.05,-42.34,-26.71,2128.61,1892.12,1655.63,130.08,2198.0,partial
2024-09-18,1874.5,1891.5,1863.0,1891.5,8224000,1746.36,1717.28,1884.83,1884.83,1884.83,27.17,-68.78,-47.63,-21.16,2123.93,1884.83,1645.74,133.96,2198.0,partial
2024-09-19,1898.0,1916.0,1887.5,1905.0,7198300,1758.83,1730.2,1878.83,1878.83,1878.83,30.03,-66.8,-51.46,-15.33,2115.69,1874.14,1632.6,136.51,2198.0,partial
2024-09-20,1940.0,1965.0,1923.0,1941.5,7763400,1792.53,1745.62,1874.91,1874.91,1874.91,37.2,-61.79,-53.53,-8.26,2105.46,1865.4,1625.34,141.49,2198.0,partial
2024-09-24,1981.5,1983.0,1951.5,1972.0,5847600,1820.69,1765.11,1872.55,1872.55,1872.55,42.51,-54.91,-53.8,-1.11,2093.39,1857.8,1622.22,144.98,2198.0,partial
2024-09-25,1985.0,1987.5,1952.0,1983.0,4824100,1830.84,1789.85,1870.81,1870.81,1870.81,44.33,-48.09,-52.66,4.57,2079.35,1850.35,1621.35,146.54,2198.0,partial
2024-09-26,1975.0,2005.0,1955.0,1982.0,9102900,1829.92,1806.56,1869.18,1869.18,1869.18,44.2,-42.28,-50.58,8.31,2055.43,1840.65,1625.87,148.52,2198.0,partial
2024-09-27,1942.5,1959.0,1907.0,1957.5,15810400,1807.3,1816.26,1862.57,1866.8,1866.8,40.85,-39.04,-48.28,9.24,2033.9,1831.17,1628.43,147.13,2198.0,partial
2024-09-30,1906.5,1940.0,1902.0,1938.0,9450200,1789.3,1815.61,1855.44,1863.93,1863.93,38.37,-37.49,-46.12,8.62,2008.8,1820.69,1632.57,146.1,2198.0,partial
2024-10-01,1957.0,1980.0,1950.0,1971.5,6912600,1820.22,1815.52,1849.35,1862.37,1862.37,44.61,-33.39,-43.57,10.18,1980.08,1811.55,1643.01,149.28,2198.0,partial
2024-10-02,2060.0,2077.0,2035.0,2058.5,16179300,1900.55,1829.46,1846.17,1863.68,1863.68,56.83,-23.39,-39.54,16.15,1952.4,1805.78,1659.16,156.96,2198.0,partial
