datetime,open,high,low,close,volume
2026-09-16 09:00:00,874.6,878.3,874.2,875.9,111500
2026-09-16 09:15:00,876.0,876.7,874.3,875.3,129500
2026-09-16 09:30:00,875.3,875.9,874.9,875.5,63600
2026-09-16 09:45:00,875.3,876.7,875.0,876.3,70500
2026-09-16 10:00:00,876.2,877.3,875.1,875.1,66400
2026-09-16 10:15:00,875.2,875.7,874.4,874.9,81600
2026-09-16 10:30:00,874.9,875.4,874.0,875.2,83600
2026-09-16 10:45:00,875.1,875.3,872.5,872.8,62600
2026-09-16 11:00:00,872.9,873.5,872.1,872.1,60100
2026-09-16 11:15:00,872.3,872.5,871.4,871.7,57000
2026-09-16 11:30:00,871.5,871.5,871.5,871.5,1100
2026-09-16 12:30:00,875.0,875.0,871.7,872.8,117900
2026-09-16 12:45:00,872.7,872.9,871.3,871.5,61900
2026-09-16 13:00:00,871.5,873.1,871.2,871.7,78200
2026-09-16 13:15:00,871.5,872.8,871.4,872.7,57600
2026-09-16 13:30:00,872.7,873.2,872.4,872.4,50600
2026-09-16 13:45:00,872.7,873.1,872.1,872.2,57100
2026-09-16 14:00:00,872.1,873.0,872.1,872.4,55700
2026-09-16 14:15:00,872.5,872.7,872.1,872.2,73500
2026-09-16 14:30:00,872.2,872.8,872.0,872.7,60500
2026-09-16 14:45:00,872.6,873.0,871.5,872.4,101100
2026-09-16 15:00:00,872.4,873.1,872.0,872.1,74200
2026-09-16 15:15:00,872.2,872.8,872.0,872.1,71700
2026-09-17 09:00:00,881.7,884.0,880.9,883.2,136500
2026-09-17 09:15:00,883.3,887.3,882.4,886.7,157700
2026-09-17 09:30:00,886.5,887.0,884.0,884.0,81500
2026-09-17 09:45:00,883.8,884.2,882.0,883.3,43200
2026-09-17 10:00:00,883.3,884.1,882.1,884.1,57900
2026-09-17 10:15:00,884.0,884.9,883.1,883.5,52400
2026-09-17 10:30:00,883.5,884.4,882.1,882.1,112600
2026-09-17 10:45:00,882.1,882.7,881.4,881.7,45100
2026-09-17 11:00:00,881.7,882.8,881.3,882.0,29100
2026-09-17 11:15:00,882.1,883.5,882.0,882.8,32000
2026-09-17 11:30:00,883.2,883.2,883.2,883.2,2200
2026-09-17 12:30:00,883.6,885.8,882.8,885.8,105500
